,OWNER,SEGMENT_NAME,SIZE_GB
222,ESBBWPR1,NJAMS_T_DOMAIN_OBJECTS,0.001953125
223,ESBBWPR1,PK_ID_MONITOR_SEARCH_ATTR,0.0001220703125
224,ESBBWPR1,NJAMS_T_DP_CONNECTION_PK,6.103515625e-05
225,ESBBWPR1,NJAMS_T_Q_SIMPROP_TRIGGERS,6.103515625e-05
226,ESBBWPR1,UINDEX_ACTIVITY_STATISTICS,0.046875
227,ESBBWPR1,INDEX_MONITOR_EVENTS_3,0.3671875
228,ESBBWPR1,INDEX_MONITOR_EVENTS_4,0.3203125
229,ESBBWPR1,INDEX_MONITOR_ATTRIBUTES_7,0.2890625
230,ESBBWPR1,INDEX_MONITOR_BWTRACE_1,0.0001220703125
231,ESBBWPR1,NJAMS_Q_I_T_J,6.103515625e-05
232,ESBBWPI1,NJAMS_T_Q_TRIGGERS,6.103515625e-05
233,ESBBWPI1,SYS_IL0000210265C00016$$,6.103515625e-05
234,ESBBWPI1,SYS_LOB0000210193C00004$$,0.01092529296875
235,ESBBWPI1,SYS_IL0000210193C00003$$,6.103515625e-05
236,ESBBWPI1,SYS_IL0000210199C00003$$,6.103515625e-05
237,ESBBWPI1,NJAMS_T_PRIVILEGES,0.0001220703125
238,ESBBWPI1,SYS_LOB0000210220C00008$$,0.09490966796875
239,ESBBWPI1,SYS_LOB0000210220C00007$$,5.62615966796875
240,ESBBWPI1,NJAMS_T_LAST_ACTIVITY_INFO,6.103515625e-05
241,ESBBWPI1,NJAMS_T_DOMAIN_OBJECT_HISTORY,0.000244140625
242,ESBBWPI1,INDEX_MONITOR_MAIN_1,0.009765625
243,ESBBWPI1,INDEX_MONITOR_MAIN_4,0.0107421875
244,ESBBWPI1,INDEX_MONITOR_MAIN_7,0.009765625
245,ESBBWPI1,INDEX_ROLE_MEMBERS,6.103515625e-05
246,ESBBWPI1,NJAMS_STATISTICS_1,0.0003662109375
247,ESBBWPI1,NJAMS_Q_I_T_STATE,6.103515625e-05
248,ESBBWPI1,NJAMS_Q_I_T_N_G_STATE,6.103515625e-05
249,ESBBWPI1,NJAMS_Q_I_FT_T_G,6.103515625e-05
250,ESBBWPR1,NJAMS_Q_I_FT_TRIG_INST_NAME,6.103515625e-05
251,ESBBWPR1,NJAMS_T_MONITOR_BO,6.103515625e-05
252,ESBBWPR1,NJAMS_T_CONFIGURATION,6.103515625e-05
253,ESBBWPR1,PK_ID_CONFIGURATION,6.103515625e-05
254,ESBBWPR1,PK_ID_USERS,6.103515625e-05
255,ESBBWPR1,PK_ID_ROLE_MEMBERS,6.103515625e-05
256,ESBBWPR1,NJAMS_T_PRIVILEGES,0.0003662109375
257,ESBBWPR1,PK_ID_PRIVILEGES,0.000244140625
258,ESBBWPR1,NJAMS_T_PROFILES,6.103515625e-05
259,ESBBWPR1,NJAMS_T_DP_CONNECTION,6.103515625e-05
260,ESBBWPR1,NJAMS_T_Q_JOB_DETAILS,6.103515625e-05
261,ESBBWPR1,NJAMS_T_Q_LOCKS,6.103515625e-05
262,ESBBWPR1,INDEX_MONITOR_EVENTS_2,0.3203125
263,ESBBWPR1,UINDEX_MONITOR_SEARCH_ATT,0.00048828125
264,ESBBWPR1,UINDEX_USERS,6.103515625e-05
265,ESBBWPR1,INDEX_MONITOR_MAIN_7,0.1171875
266,ESBBWPR1,NJAMS_Q_I_T_JG,6.103515625e-05
